
h_comment_date,h_content_comment,h_rating,h_reviever_helpfulvote,h_reviewer_address,h_reviewer_contribution,h_reviewer_id,h_reviewer_name,h_reviewer_staydate,h_title_comment,h_triptype,h_url
 wrote a review Feb 2022,"Excellent service from the moment we arrived. Check in was friendly and efficient and Walter was really kind to our daughter and enthusiastically showed us around our room. Food is top notch - breakfast in straits kitchen is varied and high quality and we also ended up dining there on all 3 nights as we enjoyed it so much. Viola and Gyula provided perfect service at breakfast and dinner - they are great at their jobs.
Pool is lovely, but can get busy. Spa treatments were absolutely first class - best facial and massage treatment I've experienced.",50,NA,NA,1,https://www.tripadvisor.com/Profile/scch27,Steve C,Date of stay: February 2022,Family staycation,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or30-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Feb 2022,"Short but sweet stay at one of the best hotels in London. Tom was on reception again and treated me like royalty. He is a real star and such an amazing brand ambassador.

Tom kindly put me in a dual aspect room on the 16th floor which was spectacular. I slept soundly and only regret not being able to stay longer the next morning.

I will be back as soon as I can.",50,2,South Ari Atoll,7,https://www.tripadvisor.com/Profile/KDofRTW,K D,Date of stay: February 2022,Heavenly,Trip type: Traveled on business,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or30-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"We stayed here for 2 nights and had to leave early due to a family emergency. Pan Pacific kindly refunded us our 3rd night, no quibbles.

Our stay itself was thoroughly enjoyable; rooms cleaned twice per day, beautiful swimming pool and exceptional afternoon tea. I have to thank the team for their effort and flexibility.",50,9,"Buckinghamshire, United Kingdom",26,https://www.tripadvisor.com/Profile/AffableMandN,AffableMandN,Date of stay: January 2022,Truly Exceptional Service,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,We stayed here with my young family for the second time and nothing was too much trouble. The guest relations manager greeted us warmly and looked after everything for us. The luxury and comfort alongside the warm and friendly team really make this property a must stay in central London. I highly recommend the afternoon tea which really was the highlight of our second stay so much we are already looking forward to returning in on our next visit.,50,NA,NA,1,https://www.tripadvisor.com/Profile/Londondestination,JJP,Date of stay: January 2022,Magical stay in the centre of the city. A definite must stay at this new property.,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"On arrival staff were warm and welcoming. Cyril took us to our room and kindly talked us through the amenities there. He took an interest in what we had planned and maintained this interest throughout our stay. We liked the room and location for what we were doing this time in London. Clean bright and spacious. On our return after our first trip out there was a beautiful message and delicious dessert plates with a ‘Happy Birthday’ and this really added to our experience at the hotel. We had booked the pool for between 5pm and 6pm and this also was a lovely experience. The water, ambience and restricted numbers helped to ensure that everyone felt comfortable and could get a seat around the pool. Our only slight disappointment was when turn down service arrived as we were getting ready to go out before 7pm and so only gave us ice and water. On return after our night out it was a slight disappointment to return to our room as we had left it. However, we understand that Covid may have had a part to play in this as perhaps housekeeping staff were a little ‘thin on the ground’.
Checkout was easy and our luggage was stored so that we could collect it later. What made our stay was the non intrusive but attentive service. I often travel to Singapore, Thailand and Malaysia and this felt like service we receive over there.
I should also mention that we returned for test in the afternoon and this was a delight in the downstairs lounge. Your staff there were attentive, calm and welcoming and the ambience was just perfect. Tranquil and relaxing. We usually stay in Kensington but our experience will mean that we shall return.
Once again, thank you for making our stay a positive one.
Best wishes to you all",50,91,"Evesham, United Kingdom",84,https://www.tripadvisor.com/Profile/r0amingtraveller,r0amingtraveller,Date of stay: January 2022,A lovely stay in Bishopsgate,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"The best hotel in london from the staff to in room entertainment this is 6 star plus
Worth every pound
Stayed at The Shard regretted the weekend
Lovely bedrooms and lobbies
Dyson hairdryers amazing
Kids loved it with the amazing large pool
Breakfast service top and food was fab staff amazing
Doorman very friendly
There’s nothing bad to say a six star experience

Can’t wait to book again

Highly recommended",50,NA,NA,2,https://www.tripadvisor.com/Profile/NazirUK,NazirUK,Date of stay: January 2022,Weekend stsy,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"We stayed at the Pan Pacific London on our anniversary. We were lucky to get an upgrade to a beautiful suite with a lovely view of the Dome of St Paul’s Cathedral. Careful attention to detail of the amenities needed by guests was impressive and those provided were of high quality. We have stayed previously in a deluxe room and were equally impressed with the beautiful decor and amenities then.
The Hotel itself is stunning and thoughtfully designed. The Orchid Lounge is very elegant with a beautiful fire to entice you in when it’s cold outside. The Wellness Floor offers a calming retreat from the stresses of everyday. Swimming in the infinity pool is the perfect place to relax and watch the world go by outside the window. We found it hard to drag ourselves from the heated loungers with weighted blankets in the relaxation lounge and although we didn’t use it, the gym looked very impressive.
We decided to dine in Straits Kitchen which we were so pleased about because the food was amazing.
The hotel has two bars. On our previous visit we had pre-dinner cocktails in Ginger Lily’s which had a lively atmosphere with people enjoying drinks and snacks. This time we visited Silverleaf which was a larger bar, both elegant and sophisticated with tasty cocktails. Recently opened it is certain to become a very popular bar to have drinks with friends.
Finally all the staff we have met and communicated with either by phone or email have been extremely friendly and seem generally eager to make sure that you have a wonderful experience whilst staying there. We want to thank them all for helping to make our anniversary so special.",50,2,"Greater London, United Kingdom",3,https://www.tripadvisor.com/Profile/Caroline1450808,Caroline1450808,Date of stay: January 2022,Wonderful anniversary spent staying in a fantastic hotel,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,This place is nothing short of perfection. The attention to detail is superb. The staff are so incredibly nice it’s like you’re talking to friends. The cocktails in Ginger Lily were incredible. I could go on and on and on about how amazing our stay here was. One night was not enough and we can not wait to come back!,50,6,NA,6,https://www.tripadvisor.com/Profile/H5685UOnicoles,Nicole W,Date of stay: January 2022,Did not disappoint,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"We had the most welcoming and comfortable visit despite my partner feeling unwell. The staff were so attentive to our needs, checking in on several occasions to make sure we had what we needed as well as making suggestions.
Allowing us to check out a little later also made a huge difference as we checked-in quite late the day before.
Room service was also brilliant, great staff and the hotpot chicken tasted amazing.
We will 100% be back as soon as we can! Thank you!",50,NA,NA,1,https://www.tripadvisor.com/Profile/journeysandgems,Amina A,Date of stay: January 2022,What 5* service is supposed to be!,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"Our stay was fantastic, one of the nicest hotels I have stayed in in London. The facilities and staff were outstanding and we will definitely be a returning customer in the future. We were made to feel so welcome and looked after from the minute we stepped through the door, until the minute we were leaving.",50,2,"Burnley, United Kingdom",2,https://www.tripadvisor.com/Profile/LHoll90,Lauren H,Date of stay: January 2022,My new favourite London hotel!,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"The Pan Pacific is an excellent Hotel with very attentive staff. Its a new Hotel so the staff are keen to please. The pool is excellent with great views . The spa is superb but overpriced. Our room 1504 had fabulous view and was certainly sufficient in size and layout.
All in all , we will return soon .loved it.",50,1,"Shropshire, United Kingdom",6,https://www.tripadvisor.com/Profile/Stuartsmithtrip,Stuart Smith,Date of stay: January 2022,"Excellent Staff , very welcoming",Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"I recently stayed three times from December 2021 to January 2022, a total of 16 nights. I could not have had a better stay from the very first night until the last morning when I was given champagne for breakfast! The rooms are fantastic, I stayed on the 10th, 19th & 7th floor & had both deluxe & executive rooms. I was initially greeted by Les when I checked in at 8am in the morning first time round & taken straight to the room. It really is the staff who are just fantastic, Nicole on reception was magnificent when I arranged a wedding night for my cousin. Louis at concierge was just amazing from my first contact via email to arrange car pick up at Heathrow to managing my laundry! However, it was Viola & Desi in the restaurant at breakfast every day who made my time so memorable, as a solo traveler, albeit with visiting friends & family, it was great being greeted by them each day, not to forget Karolina who checked me in at my favourite table every day. When friends & family joined me for breakfast the service was just as friendly. We even had a family dinner on my last night & the food & service impeccable. I’m going to also mention Robbie & Magda on Wellness floor for every time I used the incredible pool, & the drawing room. As for Conner (x2) Tom, Wesley, Cameron & VJ all were friendly & professional. I’m going back in June & July and I can’t recommend Pan Pacific London enough, it’s the best & I have been everywhere including Raffles in Singapore. Oh, I forgot Anne the general manger who left me lovely hand written cards for every stay with chocolates! Thank you.",50,18,"Adelaide, Australia",46,https://www.tripadvisor.com/Profile/AussieMAL,AussieMAL,Date of stay: January 2022,The very best Hotel,Trip type: Traveled solo,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or40-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"Spectacular hotel with beautiful viewsmatched with top tier service. Swimming pool area is lovely and works on a time slot basis so there is no overcrowding. Also had a massage booked which was extremely relaxing. Special mention for Tom our concierge who even took me to the local decoration store to get some balloons. Also gave us a tour of our room and explaining all key information. Very helpful, polite and super professional.",50,8,NA,8,https://www.tripadvisor.com/Profile/Tinch98,Tinch,Date of stay: January 2022,"One of my favourite london hotels, will be back soon!",Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"I booked our stay at Pan Pacific for my fiancé's 30th Birthday treat and we now have the 'holiday blues' as it was so amazing; being the best hotel experience we've ever had and wish we could have stayed longer than one night!

The whole hotel is beautifully designed, relaxing and very clean.
The staff were all very personable, attentive and truly made our stay.

My fiancé had the best birthday stay with Pan Pacific and we would love to come back around our honeymoon this year, as well as other occasions.

We've never been to a hotel where we wanted to spend all day inside rather than heading out to other plans!

Thank you for our stay, we can't thank you enough for all making it so special and it's officially our favourite hotel which we couldn't recommend enough since. From start to finish, it was perfect and the relaxing break we also needed.",50,1,"London, United Kingdom",69,https://www.tripadvisor.com/Profile/SJSstowell,Sophie S,Date of stay: January 2022,Best Hotel in London by far,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"The staff from the minute we arrived were amazing. That’s what made the difference from other hotels
The hotel is new fresh & modern.
Myself & our young girls were referred to my name each time we had contact with any of the members of staff. This makes the stay special",50,6,NA,14,https://www.tripadvisor.com/Profile/Davros78,Davros78,Date of stay: January 2022,Best hotel in london,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"So we weren’t sure we’d be able to go on this trip until we actually got on the train, so to find ourselves checking in was quite the treat. It was a trip planned to remind ourselves of Singaporean hospitality and great food, booked in the new sister hotel of somewhere we love to stay when in SIN.

The staff in this hotel are superlative, they have found the people they want from all over the city and it shows. Discreet, friendly service is the benchmark here.

There were some excellent points: Afternoon tea is a highlight and chatting with Cherish was lovely. Cocktails were another, when we were unsure of our order we were met with a comprehensive and relaxed explanation of the interesting menu.

The wellness floor is spectacular. Be aware that as a ‘family friendly’ hotel they only allow children in the pool for two hours a day. You also have to pay full price for 12+ but they’re not treated as adults and allowed to swim out of kids hour until 16+. Irritating for us but probably great for others.

Housekeeping was on point except for on New Years Day, when we came home to find our room hadn’t been made up at 4.00. A quick call down to reception remedied it, but it’s not what I expect at this price point.

The only real disappointment for me was the food offering. The hotel was running a slimmed down menu for the holidays. By slimmed down, I mean there was no SE Asian food. Nothing on the room menu bar CKT noodles, nothing for breakfast except Congee. I love both, but the menu online made my heart sing. No Laksa, no crab, no exciting breakfast, nothing that wasn’t good old English hotel food. Meh. I want to go to Singapore in London, please don’t reduce your menu to bacon, I can eat that at home!

We had a fantastic stay, and a thoroughly enjoyable NYE. This is a hotel that will get better and better. Superb staff, a beautiful setting, just make sure I can get a decent Laksa, Lah?",50,46,"Solihull, United Kingdom",338,https://www.tripadvisor.com/Profile/kduk,Kat M,Date of stay: December 2021,New Year’s Eve in Covid times,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"Excellent service and room. We stayed in the Deluxe City View room over NYE and would definitely stay again and recommend to friends and family. Fantastic views, quality of room and service throughout. Great location too.",50,NA,NA,1,https://www.tripadvisor.com/Profile/908sanils,Sanil,Date of stay: December 2021,Top new Hotel in London,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Jan 2022,"This is a wonderful hotel!

The location is very convenient, not far from Liverpool Street station and on foot, you're not far from other buildings and attractions as well.

I'm pleased to say that the stay at Pan Pacific London is on par with other luxury hotel brands like WA or Capella. The staffs are pleasant and professional throughout my stay. My loyalty status and details were recognized and confirmed.

The room is spacious, brand-new, and well-appointed. Diptyque amenities and Dyson hairdryer, that is quite a pampering. The breakfast was delicious and the Kopi tiam afternoon tea is something you should try. The Ginger Lily bar is also very pleasant and the cocktails are reasonably priced (for London standard).

The gym is 24-hours and they have a pair of pilates reformer machines! This is very rare in a hotel and I'm glad they offer it.

Overall, a pleasant stay and if I had a chance, I would definitely return to the hotel.",50,6,"Edinburgh, United Kingdom",20,https://www.tripadvisor.com/Profile/Jadeites,Jadejutha,Date of stay: December 2021,"Great new luxury hotel in London. Possibly the best, too",NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"I have been fortunate enough to stay three times since this hotel
opened in September 2021. What this hotel has achieved is just phenomenal. It surpasses even the best five star hotels in Singapore and elevates hospitality in London to a very different level. I have found this
rarely in London where there’s many 5 star hotels but most are ‘average’ or ‘good’ but not truly memorable or easily positively differentiated.

This hotel is all about service. It’s brilliant. The opening team assembled is from the great and good of the London luxury hotel scene. It’s personable, engaging, friendly, never stuffy and lives up to Pan Pacific’s values of sincerity.

The Wellness floor is excellent. It’s not the biggest in London but it’s big and bigger than most other hotels. The gym has very high quality equipment and the 18.5m lap pool is great to swim in and/or watch the city go by on Bishopsgate.

The food here is of course sensational. Lots of authentic and delicious Asian cuisine but also some western food available, particularly through room service. The Ginger Lily Bar is wonderful for a drink or two. They are constantly improving the drinks menu and there’s so much passion in what they are making. More bars to open in 2022! One highlight for many will be that Cherish Finden works here, so you will have a top notch afternoon tea experience!

The room is very comfortable, large by London standards and very clean. Full credit to the housekeeping team who keep the place immaculate. No desks in the room, if that’s important to you, but there are small tables that you could place a laptop on. Premier Rooms and above feature baths.

I have a couple of stays booked for 2022 and really look forward to returning.",50,77,"City of London, United Kingdom",82,https://www.tripadvisor.com/Profile/The_LDN_Traveller,The London Traveller,Date of stay: December 2021,The very best hotel in London right now,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"Wonderful new hotel with fantastic facilities including a stunning infinity pool which we had to ourselves!
The gym has everything you need plus more, the spa area is very well laid out.
The bar is snazzy & cool, unfortunately we didn’t dine in the hotel as we had pre organised plans but from what I seen of the afternoon tea it looked fabulous. Rooms were big as we had a double double, special shout-out to the concierge staff who went beyond to acquire me some theatre tickets at short notice as my original show was cancelled due to covid, bravo….",50,17,uk,44,https://www.tripadvisor.com/Profile/fritzy,fritzy,Date of stay: December 2021,Stunning hotel with exceptional staff…,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,What a stunning hotel! Went for a couple of days in London and wished I could have stayed longer- will be coming back soon- especially for the food. The Straits kitchen restaurant is delicious (food is a 10 out of 10)- but the ambiance and atmosphere was missing. Overall the staff was very helpful and it was a very luxurious experience.,50,NA,NA,2,https://www.tripadvisor.com/Profile/felipecA1980travel,Felipe C,Date of stay: November 2021,Luxury experience,Trip type: Traveled solo,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"We just had a wonderful nights stay at the Pan Pacific for my birthday, it was so luxurious and it had everything we needed before we realised we needed it! The rooms are stunning, the bathrooms are generous sized and overall we had the best nights sleep, it was so quiet! We went to the bar on the ground floor which serves some great cocktails and also used the pool and sauna in the wellness suite. The hotel has such a comforting and welcoming approach it is worth every penny, please do not hesitate to book this hotel you will not be disappointed!
Thank you all the staff who made my birthday special, and to Flavia at the front desk!
Rebecca",50,11,"London, United Kingdom",28,https://www.tripadvisor.com/Profile/rebeccas217,Rebecca S,Date of stay: December 2021,What a hotel!,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or50-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"We booked a couple of nights here at short notice. The level of customer service was the best we’ve experienced in some time (possibly the only hotel I could rate at the same level is the Four Seasons). From emailing to ask for any requests ahead of our stay, to the welcome from every single member of staff and any requests being dealt with immediately.

The hotel itself is immaculate and just across from Liverpool Street station. We were in a Premier Double Double on the 16th floor with lovely views. We stayed with 2 teenagers and there was plenty of room and a huge bathroom.

It’s the little things that make the difference. We often book a family room but there’s only 2 robes, towels, toiletries etc. Here we had 4 of everything (and the robes were so nice that we contemplated buying one to take home). Nespresso machine, diptyque toiletries, electronic curtains, very comfortable beds. We had an early check in and late check out which was much appreciated (many hotels have charged us extra for this).

Breakfast was fantastic, with cooked options to order and a great buffet of fruit, bread, pastries, meats etc. Freshly squeezed juices were delicious.

Our one small niggle was the temperature of the pool which didn’t feel like the advertised 30 degrees. We did mention this to this spa and reception staff. The pool itself had great views and nice loungers to sit round in. The gym was possibly one of the nicest hotel gyms we’ve been in.

Overall, we loved the hotel and will definitely return. A big thank you to the staff who all went the extra mile for their guests.",50,NA,"London, United Kingdom",3,https://www.tripadvisor.com/Profile/jmg4321,JoG,Date of stay: December 2021,Outstanding customer service and beautiful hotel,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"My daughter had found this hotel online. I wasn’t certain about booking purely because of the money but I decided life is short and she had waited a long time to celebrate due to Covid so I booked it.

I didn’t regret a penny.

From the moment we met Walter he made us feel at ease and although we turned up very early expecting to just leave luggage, our room was ready and they allowed us to check in. We were delighted.

Everything here is luxurious. Customer service is obviously paramount and they tended to greet me by name. Throughout our short stay they bent over backwards to be warm, friendly and professional. Always going the extra mile.

The food was excellent. The pool was spotless. It all felt like a 5 star hotel should. My daughter loved every second too! Thank you to all. We’d love to return one day",50,3,"Dundee, United Kingdom",9,https://www.tripadvisor.com/Profile/jennifero284,Jennifer O,Date of stay: December 2021,5 star visit to this wonderful hotel,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"We received a seamless and warm welcome on arrival. Our room was very well appointed and had the comfiest bed. I do t generally sleep well in hotels, but I felt well-rested in the morning. It’s sleek without being impersonal, and has an exclusive feel without making you feel uncomfortable. We had a fab stay and hope to be back again soon.",50,NA,NA,1,https://www.tripadvisor.com/Profile/MariaM18032,Maria M,Date of stay: December 2021,Wonderful celebratory stay,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"I am an independent travel agent so have stayed in many hotels and this hotel is hands down one of the BEST I have visited!
The service that was given to me was exceptional, they cater for every one of your needs! Before I had arrived I had been exchanging emails with Andrea, Lara and Rosheen who I got to meet on arrival. They personally took me up to my room and showed me all the amenities. It was my partners birthday so they had placed balloons in the room, a bottle of wine and arranged fresh rose petals to be delivered as well as a birthday dessert made by a famous pastry chef! Just incredible.
The food was sublime as well as the room service. The hotel room was beautiful and included underfloor heating in the bathroom as well as a great view of London. If you like taking photos this hotel is also a great location for this, especially in the spa / pool area and reception! Walter the door man is an amazing photographer and very helpful and friendly so definitely pay him a visit.
I will be recommending this hotel to all my future clients and could not have been happier with all the staff, and that I visited when I did. Everything was perfect and I will definitely be back to stay again very soon!",50,NA,"Kent, United Kingdom",3,https://www.tripadvisor.com/Profile/lleahh12,Leah B,Date of stay: December 2021,EXCEPTIONAL SERVICE,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"I stayed at Pan Pacific for the weekend, the hotel is beautiful! The best part of the trip was the food in the hotel- Room service, buffet and the Asian dishes are just amazing! Can’t wait to come back with my family.",50,NA,NA,1,https://www.tripadvisor.com/Profile/mariamD5749RT,Maria M,Date of stay: December 2021,Delicious food,Trip type: Traveled with friends,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"Get some new pillows! But other then that fantastic !
And there is no parking , nearest car park is about 8/10 mins walk. Also I required a fan but the hotel didn't have one in store hopefully they will by next time !",50,NA,NA,1,https://www.tripadvisor.com/Profile/832aqeeba,Aqeeb A,Date of stay: December 2021,Pan pacific,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"Amazing hotel, beautiful and great service. The rooms are great, and the food is the highlight. Best food I’ve had in many trips to London. Also thank you to Chef Nas who was always helpful and with a smile on his face. Will definitely be coming back.",50,NA,NA,1,https://www.tripadvisor.com/Profile/mcmmfcc,Mcmmfcc,Date of stay: December 2021,Amazing chef and food,Trip type: Traveled on business,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"Stayed here for one night with family. Modern and sophisticated are two words to describe this hotel. Staff were super friendly. A big shout out to Connor for taking on the world. Good recommendations and organisational skills from him and the team. Great location as right opposite Liverpool Street station. 15 mins into central London. Great facilities especially the infinity pool on 4th floor. Great overall experience and one to recommend.

Avy and Family",50,2,"Woodford, United Kingdom",3,https://www.tripadvisor.com/Profile/MrDoal,Avy Doal,Date of stay: December 2021,Just Perfect.,Trip type: Traveled with family,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"What an amazing hotel, from the minute you enter you are looked after by the wonderful warm and friendly staff. Everything from the room through to room service and breakfast is 5 star. It was faultless. I work in hospitality and travel a great deal and I cannot think of a better city centre hotel. So did not want to leave! Already finding excuses to return after Christmas.",50,207,"Dartmouth, United Kingdom",432,https://www.tripadvisor.com/Profile/AnthonyPit,AnthonyPit,Date of stay: December 2021,Wow wow,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,Our stay was simply outstanding! From the moment we were greeted so beautifully & with such sincere warmth from staff to the point of our departure when staff couldn’t make enough suggestions as to where we visit inLondon. The hotel is stunning & I greatly appreciated the Asian meets British ‘fusion’ & contemporary interior design. The attention to detail is impeccable & staff can’t do enough to please. I can’t wait to return with my family: a hard act to follow!,50,NA,NA,1,https://www.tripadvisor.com/Profile/klerwid,Klerwi D,Date of stay: December 2021,None,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or60-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"What a fab stay, lovely room. The hotel being newly opened is wonderfully bright and fresh and really pristine. A lot of attention to detail.

I was already impressed with the level of care before I arrived but super impressed by the time we left. Everybody and I mean everybody was smiley, polite and very efficient.

I felt all the staff were invested in our stay and enthused with a pride I rarely see outside of high end hospitality venues. Congratulations to you all and I wish you Merry Christmas and hope you trade well in the new year.",50,NA,United Kingdom,1,https://www.tripadvisor.com/Profile/Journey585742,Paul b,Date of stay: December 2021,Fab really fab,Trip type: Traveled as a couple,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,Outstanding in every way Qualify and luxury comfort Atmosphere was cosy friendly and accepting Totally lived up to criteria expected and more Room service Spa facilities Room service and restaurant dining were exceptional Such finesse style and delivery was consistently excellent Spa facilities were exceptional also Infinity pool wow,50,11,NA,17,https://www.tripadvisor.com/Profile/S9364SYdavidj,david j,Date of stay: December 2021,Outstanding Exceptional in every way from stepping inside to departure Luxury in every way possible,Trip type: Traveled solo,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"The whole experience was amazing & all the staff were exceptional... It was very clean, service was perfect, modern facilities, very friendly & postive atmosphere. Even contacting the hotel prior to the stay, they were very helpful.",50,NA,NA,1,https://www.tripadvisor.com/Profile/566jasbirb,Jasbir B,Date of stay: December 2021,A perfect place for a perfect relaxing break,Trip type: Traveled with friends,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"From arriving at the front door to being loaded into a taxi at departure our experience at the Pan Pacific London was exceptional. Our stay exceeded our expectations in every aspect and almost every interaction with the Team provided a 'moment'.
Unfortunately we did not get the names of every member of the Team who made our stay so memorable but just a few were, Kelly, Vangelis, Bilal, and the charming Reena (Straits Kitchen).
This hotel is right at the top with other hotels such as The Ritz, St. Regis, Shangri la at The Shard, and The Four Seasons in terms of guest experience.",50,1,"Kent, United Kingdom",7,https://www.tripadvisor.com/Profile/TMCH711,TMCH711,Date of stay: December 2021,Exceptional experience,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,"Absolutely fantastic two day stay at the Pan Pacific. We had a great time, great food, great drinks at the bar and most of all very special service from the team.

We were staying for my fiances birthday and we couldn't have hoped for a better time, truly incredible.",50,9,"Benson, United Kingdom",5,https://www.tripadvisor.com/Profile/DEJC92,Damion,Date of stay: December 2021,None,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
 wrote a review Dec 2021,The staff was very helpful and friendly nothing was to much trouble. They was very 's person centred and remembered are party's names. the rooms were spacious and keep tidy and clean by house keeping also the room was very modern and had high tech gadgets eg voil curtains and normal curtains could be closed and opened by a push of a button .,50,2,"Heywood, United Kingdom",6,https://www.tripadvisor.com/Profile/S4013DJandrewb,Andrew B,Date of stay: October 2021,3 day trip away,NA,https://www.tripadvisor.com/Hotel_Review-g186338-d23274923-Reviews-or70-Pan_Pacific_London-London_England.html#REVIEWS
